Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,,Subvertical Industry,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code 
north america,united states of america,north east,new york,jegi capital l.l.c.,1987,private equity firm,http://www.jegi.com/,"150 east 52nd street
 18th floor
 new york, ny 10022
 united states",10022,http://www.linkedin.com/company/103470,(+1)212-754-0710,adamg@jegi.com,,"software,enabling technologies,infrastructure,marketing communications,media sectors",early stage,5400000,14500000,41900000,4,40.73061,-73.935315,ny
north america,usa,north east,new york,jennison associates,1969,private firm,http://www.jennison.com,466 lexington avenue new york ny 10017,10017,https://www.linkedin.com/company/jennison-associates/,(+1)212-421-1000,NaN,,NaN,later stage,16200000,120000000,560000000,21,40.73061,-73.935315,ny
north america,usa,north east,new york,jgd management(york capital management),1991,private firm,http://www.yorkcapital.com/,767 fifth avenue 17th floor new york ny 10153,10153,https://www.linkedin.com/company/york-capital-management/,(+1)212-300-1300,NaN,,NaN,later stage,2700000,1800000000,2300000000,7,40.73061,-73.935315,ny
north america,usa,northeast,new york,jp morgan partners,1984,investment bank,https://www.jpmorgan.com/pages/jpmorganpartners,"270 park avenue
 10th floor
 new york, ny 10017-2014
 united states",10017,http://www.linkedin.com/company/1067,(+1)212-270-4160,NaN,,"trategic advice and solutions,capital raising,risk management,trade finance to corporations,institutions,and governments",all,2000000,350000000,NaN,102,40.73061,-73.935315,ny
north america,usa,north east,new york,jupiter partners,1994,private firm,http://www.jupiterpartners.com/,1221 avenue of americas suite 4200 ny 10020,10020,https://www.linkedin.com/company/jupiter-partners/,(+1)212-300-1000,contact@jupiterartners.com,,"service,healthcare industry",startups,600000,350000000,399700000,4,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,karlani capital,,venture capital,http://karlani.com/,NaN,NaN,https://www.linkedin.com/company/5173155/,NaN,ideas@karlani.com,,"ecommerce,enterprise software finance,marketing,mobile,product management,sales,venture capital","convertible note
early stage venture
seed 
",500000,143500000,251202000,20,40.73061,-73.935315,ny
north america,united states of america,north east,new york,kbl healthcare ventures,,venture capital,http://www.kblvc.com/,"52 east 72nd street - ph
 new york, ny 10021
 united states",10021,https://www.linkedin.com/in/marlenekraussmd,(+1)212-319-5555,inquiries@kblvc.com,,"life sciences,medical devices,healthcare services,medical information",all,2000000,50000000,342420000,15,40.73061,-73.935315,ny
north america,usa,north east,new york,kbs+ ventures(mdc venture),2010,private firm,http://kbsp.vc,745 fifth avenue 19th floor new york ny 10151,10151,https://www.linkedin.com/company/mdcventures/,NaN,jpeltz@mdcventures.vc,,b2b marketing tech,early stage,610000,30000000,205600000,40,40.73061,-73.935315,ny
north america,usa,northeast,new york,"kellner capital, llc",1981,venture capital,http://kellnercap.com/,"900 third avenue
suite 1401
new york, ny 10022
united states",10022,https://www.linkedin.com/in/georgekellner/,(+1) 212-350-0200,info@kellnercap.com,,"alternative investment strategies,alternative mutual funds",NaN,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,north east,new york,kellner dileo & company,1981,private firm,http://www.kellnerdileo.com/,900 third avenue suite 1401 ny 10022,10022,https://www.linkedin.com/in/georgekellner/,(+1)212-350-0200,info@kellnercap.com,,NaN,all,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,kickstart,2012,venture capital,http://www.kickstart.ph/,"55 paseo de roxas
makati city",1225,NaN,(+1)632-625-8718 ,"
info@kickstart.ph ",,venture capital,"early stage venture
late stage venture
seed ",30000,51000000,91150000,20,40.73061,-73.935315,ny
north america,usa,north east,new york,kidron corporate advisor,2003,private firm,http://www.kidronllc.com/,1450 broadway 39th floor ny 10018,10018,https://www.linkedin.com/company/kidron-corporate-advisors/,(+1)786-528-1402,laura.pazdan@kidronllc.com,,"telecom,media,consumer,technology",later stage,9500000,14500000,24000000,2,40.73061,-73.935315,ny
north america,usa,north east,new york,kingdon capital,1983,private firm,https://www.kingdon.com,152 west 57th street 50th floor ny 10019,10019,https://www.linkedin.com/company/kingdon-capital/,(+1)212-333-0100,info@kingdon.com,,NaN,"early stage,late stage",2000000,80000000,321000000,9,40.73061,-73.935315,ny
north america,usa,northeast,new york,"kingdon capital management, llc",1983,hedge fund,http://www.kingdon.com/,"152 west 57th street
50th floor
new york, ny 10019
united states",10019,https://www.linkedin.com/company/kingdon-capital/,(+1) 212-333-0100,info@kingdon.com,,public equity and fixed income markets,"early stage
late stage",NaN,NaN,NaN,9,40.73061,-73.935315,ny
north america,usa,northeast,new york,kiwi venture partners,2014,venture capital,http://www.kiwiventurepartners.com/,"505 fifth avenue
 15th floor
 new york, ny 10017
 united states",10017,https://www.linkedin.com/company/kiwiventure,(+1)646-568-6517,info@kiwiventurepartners.com,,application of mobile devices,seed and early stage,12500,4000000,30600000,18,40.73061,-73.935315,ny
north america,usa,north east,new york,kohlberg kravis roberts & co.,1976,partners,http://www.kkr.com,9 west 57th street suite 4200 ny 10019,10019,https://www.linkedin.com/company/kohlberg-&-company/,(+1)212-750-8300,investor-relatios@kkr.com,,"iot,internet,security,software,engineering,semiconductor",later stage,4700000,600000000,1480000000,123,40.73061,-73.935315,ny
north america,usa,north east,new york,kubera partners,2006,private firm,http://www.kuberapartners.com,1475 franklin avenue garden city ny 11530,11530,https://www.linkedin.com/in/kumar-mahadeva-ba05024/,(+1)212-202-7657,info@kuberapartners.com,,"healthcare,life sciences,chemical,it,software",later stage,8000000,20000000,32000000,3,40.73061,-73.935315,ny
north america,usa,north east,new york,kuzari group,,private firm,http://www.kuzarigroup.com/,220 east 42nd street 29th floor ny 10017,10017,https://www.linkedin.com/company/kuzari/,(+1)212-672-3344,NaN,,NaN,early stage,1800000,6500000,8300000,2,40.73061,-73.935315,ny
north america,united states of america,north east,new york,l capital management,,private equity firm,http://www.lcapitalpartners.com/,"10 east 53rd street
 
 37th floor
 
 new york, ny 10022
 
 united states",10022,NaN,(+1)212-675-7755,info@lcapitalpartners.com,,"early,late stage",all,2250000,50000000,313050000,22,40.73061,-73.935315,ny
north america,usa,north east,new york,l capital partners,2004,private firm,http://www.lcapitalpartners.com,10 east 53rd stret 37th floor new york 10022,10022,https://www.linkedin.com/company/l-&-l-capital-partners-llc/?originalsubdomain=in,(+1)212-675-7755,info@lcapitalpartners.com,,"technology,healthcare,environment",later stage,2300000,50000000,600000000,22,40.73061,-73.935315,ny
north america,usa,north east,new york,laconia capital group,2015,venture capital,"https://www.laconiacapitalgroup.com/
","132 w 31st st, new york, ny 10001, usa",10001,https://in.linkedin.com/company/laconiacapitalgroup,"
(+1) 917-214-0564","
info@laconiacapitalgroup.com",,"data management,mobile communications,publishing media,sports,entertainment industries","early stage
seed",1300000,8500000,2100000,9,40.73061,-73.935315,ny
north america,usa,north east,new york,ladder capital finance,2008,private firm,http://www.laddercapital.com,345 park avenue 8th floor ny 10154,10154,https://www.linkedin.com/company/ladder-capital-finance-llc/?originalsubdomain=in,(+1)212-715-3170,eric.crum@laddercapital.com,,NaN,later stage,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,northeast,new york,lambda funds,1979,venture capital,http://www.lambdafund.com/,"432 east 84th street
new york, ny 10028
united states",10028,https://www.linkedin.com/company/lambda-fund-management-inc?originalsubdomain=in,(+1) 212-774-1812,"
alamport@lambdafund.com",,"software,healthcare,financial services",late/mature stage,100000,1500000,NaN,6,40.73061,-73.935315,ny
north america,usa,north east,new york,landmark ventures,1995,private firm,http://www.landmarkventures.com,11east 26th street suite 1600 ny 10010,10010,https://www.linkedin.com/company/landmark-ventures/,(+1)212-268-8334,media@landmarkventures.com,,NaN,all,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,north east,new york,larkspur capital corporation,1991,private firm,http://www.larkspur.com,708 3rd avenue #1005 new york ny 10017,10017,https://www.linkedin.com/company/larkspur-capital-corporation/,(+1)212-376-5790,NaN,,"technology,communication,life sciences",early stage,32000000,32000000,32000000,1,40.73061,-73.935315,ny
north america,usa,north east,new york,laurus funds,,private firm,https://laurusfunds.com,420 lexington avenue suite 2840 ny 10170,10170,https://www.linkedin.com/company/laurus-funding-group-inc/,(+1)212-541-5800,NaN,,"pharma,medicine,healthcare",early stage,400000,9000000,26000000,7,40.73061,-73.935315,ny
north america,usa,northeast,new york,lazard technology partners ,1997,venture capital,https://www.lazard.com/,"30 rockefeller plaza
48th floor
new york, ny 10020
united states",10020,https://www.linkedin.com/company/lazard-technology-partners/,(+1) 212-632-2626,judi.mackey@lazard.com,,"communications,enterprise or infrastructure software,financial services,business process applications and services,information technology,information services",seed,1000000,20000000,NaN,38,40.73061,-73.935315,ny
north america,united states of america,north east,new york,ledra capital,,private equity firm,http://www.ledracapital.com/,"228 park avenue south no. 32004
 
 new york, ny 10003
 
 united states",10003,NaN,(+1)888-866-1734,info@ledracapital.com,,NaN,NaN,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,north-eastern,new york,lerer hippeau ventures,2010,private equity firm,www.lererhippeau.com,"100 crosby
 suite 308
 new york city, ny 10012
 united states",10012,https://www.linkedin.com/company/lerer-hippeau-ventures/,(+1)-646-237 4837,contact@lererhippeau.com,,"financial technology,commerce,enterprise software,consumer technology",early stage,1000000,39000000,393800000,376,40.73061,-73.935315,ny
north america,usa,northeast,new york,lexington partners,1994,private equity firm,http://www.lexingtonpartners.com/,"660 madison avenue
 23rd floor
 new york, ny 10065
 united states",10065,https://www.linkedin.com/company-beta/44759/,(+1)212-754-0411,info@lexpartners.com,,"equity coinvestments,fund investments with buyout,growth capital,mezzanine financing,venture capital focuses",early stage,3000000,50000000,106000000,5,40.73061,-73.935315,ny
north america,usa,northeast,new york,lexington partners l.p.,1994,private equity firm,http://www.lexingtonpartners.com/,"660 madison avenue
23rd floor
new york, ny 10065
united states",10065,https://www.linkedin.com/company/lexington-partners/?originalsubdomain=in,(+1) 212-754-0411,"
info@lexpartners.com",,"private equity funds,mezzanine,energy,infrastructure,real estate funds,secondary investment funds,infrastructure funds",early stage,10000000,100000000,NaN,5,40.73061,-73.935315,ny
north america,usa,north east,new york,liberty city ventures,2012,venture capital,https://www.libertycityventures.com/,"140 east 45th street, 17th floor new york, ny 10017",10017,https://www.linkedin.com/company/liberty-city-ventures,(+1) 212-201-5800,"
info@libertycityventures.com",,"financial services                                                                                                                                                                                                                                                                                                                      ,information technology                                                                                                                                                                                                                                                                                                                      ,media & digital media                                                                                                                                                                                                                                                                                                                                                                                                         software & internet","early stage
seed",500000,25000000,7500000,16,40.73061,-73.935315,ny
north america,usa,northeast,new york,lightyear capital llc,2000,private equity firm,http://www.lycap.com/,"9 west 57th street
31st floor
new york, ny 10019
united states",10019,https://www.linkedin.com/company/lightyear-capital/?originalsubdomain=in,(+1) 212-328-0555,"
careers@lycap.com",,financial services ,late/mature stage,25000000,100000000,3000000000,5,40.73061,-73.935315,ny
north america,usa,northeast,new york,luma partners llc,2010,investment bank,http://www.lumapartners.com/,"101 fifth avenue
suite 900
new york, ny 10003
united states",10003,https://www.linkedin.com/company/luma-partners-llc/?originalsubdomain=in,NaN,"
info@lumapartners.com",,strategic advice to companies (both large and growth) in the media and technology sectors,NaN,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,united states of america,north east,new york,lux capital,2000,private,http://www.luxcapital.com/,"295 madison avenue
24th floor
new york, ny 10017
 ",10017,https://www.linkedin.com/company/lux-capital/,(+1) 646-475-4385,info@luxcapital.com,,"energy,technology,healthcare","seed , early stage",150000,280000000,3400000000,168,40.73061,-73.935315,ny
north america,usa,northeast,new york,"marathon asset management, lp",1998,private equity firm,http://www.marathonfund.com/,"one bryant park
38th floor
new york, ny 10036
united states",10036,https://in.linkedin.com/company/marathon-asset-management,(+1) 212-500-3000,"
contact_us@marathonfund.com",,"hedge fund,alternative asset manager,credit markets,fixed income market,corporate credit,structured credit,real estate debt",NaN,NaN,NaN,11000000000,NaN,40.73061,-73.935315,ny
north america,usa,northeast,new york,maverick capital,1990,hedge fund,http://www.maverickcapital.com/,"300 crescent court
suite 1850
dallas, tx 75201
united states",75201,https://www.linkedin.com/company/maverick-capital/,(+1) 214-880-4000,NaN,,"biotechnology,social media,healthcare,food services","early stage
late stage
seed",NaN,NaN,NaN,84,40.73061,-73.935315,ny
north america,usa,north east,new york,mercury capital partners,2005,private firm,https://mercurycapitaladvisors.com/,726 exchange st#410 buffalo ny 14210,14210,https://www.linkedin.com/company/mercury-capital-advisors/,(+1)716-332-9566,info@mercurycapitalpartners.com,,"media,communication,entertainment",early stage,1500000,4200000,45600000,4,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,mesa ventures,2012,venture capital,"http://www.mesa.vc/
","85 fifth avenue, sixth floor, new york, ny ",10003,https://www.linkedin.com/company/mesa-ventures,(+1)212-792-3950,"
sayhi@mesa.vc ",,"advertising,ecommerce,enterprise,software,hardware,mobile ","early stage venture
seed 
",565000,10000000,128165000,55,40.73061,-73.935315,ny
north america,usa,northeast,new york,metalmark capital llc,2004,private equity firm,http://www.metalmarkcapital.com/,"1177 avenue of the americas
40th floor
new york, ny 10036
united states",10036,https://www.linkedin.com/company/metalmark-capital/?originalsubdomain=in,(+1) 212-823-1930,NaN,,"industrials,chemicals,consumer goods,financial and business services,logistics,healthcare,defense/government services,energy and natural resources sectors",NaN,NaN,NaN,7000000000,4,40.73061,-73.935315,ny
north america,usa,north east,new york,metamorphic ventures,2006,venture capital,"https://compound.vc/
","257 park ave s #5, new york, ny 10010, usa",10010,https://in.linkedin.com/company/metamorphic-ventures,(+1) 212-209-3366,"
info@compound.vc",,financial services                                                                                                                                                                                                                                             ,"early stage
seed",NaN,NaN,NaN,48,40.73061,-73.935315,ny
north america,usa,northeast,new york,meyer ventures,"
2004",venture capital,http://www.meyerandco.com/about-us/,"767 fifth avenue
18th floor
new york, ny 10153
united states",10153,https://in.linkedin.com/company/meyer-and-co-llc,(+1) 212-389-6520,info@meyerandco.com,," healthcare,marketing,education,financial services,real estate,media sectors",early stage,NaN,NaN,NaN,5,40.73061,-73.935315,ny
north america,usa,north east,new york,middleland capital,2011,private firm,http://middlelandcap.com/,1100 vermont avenue suite 450 washington dc 20005,20005,https://www.linkedin.com/company/middleland-capital/,NaN,info@middlelandcapital.com,,"agriculture,global technology",early stage,500000,50000000,387200000,58,40.73061,-73.935315,ny
north america,usa,northeast,new york,midocean partners,2003,private equity firm,http://www.midoceanpartners.com/,"320 park avenue
suite 1600
new york, ny 10022
united states",10022,https://www.linkedin.com/company/midocean-partners/?originalsubdomain=in,(+1) 212-497-1400,"
rlane@midoceanpartners.com",,"business and media services,consumer,industrial services,hotels,restaurants and leisure,diversified financial services,commercial services and supplies,telecommunication,and staffing",NaN,25000000,NaN,4000000000,7,40.73061,-73.935315,ny
north america,usa,northeast,new york,"midsummer capital, llc",1995,hedge fund,http://www.midsummercapital.com/,"747 third avenue
26th floor
new york, ny 10017
united states",10017,https://www.linkedin.com/company/midsummer-capital/,(+1) 212-624-5030,"
info@midsummercapital.com",,"public equity and fixed income markets,manages hedge funds",NaN,NaN,NaN,NaN,4,40.73061,-73.935315,ny
north america,usa,northeast,new york,"midtown partners & co., llc",2000,investment bank,http://www.midtownpartners.com/,"380 lexington avenue
suite 3000
new york, ny 10168
united states",10168,https://www.linkedin.com/company/midtown-partners/,(+1) 212-939-6420,"
info@midtownpartners.com",," healthcare,technology,aerospace and defense,consumer products,retail,and energy sectors",NaN,NaN,NaN,4000000000,2,40.73061,-73.935315,ny
north america,usa,north east,new york,milestone venture partners,1999,venture capital,"https://www.activatevp.com/
","551 madison ave # 7, new york, ny 10022, usa",10022,https://in.linkedin.com/company/milestone-venture-partners,(+1) 212-223-7400,"
bplans@milestonevp.com",,"software                                                                                                                                                                                                                                                                                                                                               ,data services businesses","early stage
late stage
seed",350000,22000000,269000000,57,40.73061,-73.935315,ny
north america,usa,northeast,new york,"milestone venture partners ii, l.p",2001,venture capital,http://www.milestonevp.com/,"551 madison avenue
7th floor
new york, ny 10022
united states",10022,https://www.linkedin.com/company/milestone-venture-partners/,(+1) 212-223-7400,bplans@milestonevp.com,,"technology,software sectors","early stage
late stage
seed",NaN,NaN,108000000,57,40.73061,-73.935315,ny
north america,usa,northeast,new york,millennium technology value partners,2000,private equity firm,http://www.mtvlp.com/,"60 east 42nd street
suite 1365
new york, ny 10165
united states",10165,https://www.linkedin.com/company/millennium-technology-ventures,(+1) 646-521-7800,"
info@mtvlp.com",," internet retail,digital,website infrastructure software,development tools,wireless devices software,wireless devices software,wireless access,network security,wireless networking equipment,networking services,communications infrastructure,telecommunication services,internet,software,wireless,information technology security","early stage
late stage
debt
seed",5000000,10000000,NaN,25,40.73061,-73.935315,ny
north america,usa,northeast,new york,moelis capital partners llc,2007,private equity firm,http://www.moeliscapital.com/,"399 park avenue
6th floor
new york, ny 10022
united states",10022,https://www.linkedin.com/company/moelis-capital-partners/?originalsubdomain=in,(+1) 212-883-3800,info@nexphase.com,," consumer,healthcare services,industrial services,financial services,food and beverage:,aerospace,defense,and government services:,c4isr,cyber security and cloud computing/ intel analytics,fbos,mros,specialty chemicals:,oil and gas,information,marketing and loyalty services,environmental services, and software and softwareenabled services,health and lifestyle services,education services ,employment ecosystem,corporate management/compliance/security,consumerism,unmanned assets,electronics and components,aftermarket services ",NaN,20000000,60000000,700000000,1,40.73061,-73.935315,ny
north america,usa,northeast,new york,monomoy capital partners,2005,private equity firm,http://www.mcpfunds.com/,"600 third avenue
27th floor
new york, ny 10016
united states",10016,https://www.linkedin.com/company/monomoy-capital-partners/?originalsubdomain=in,(+1) 212-699-4000,"
info@mcpfunds.com",,"industrial,manufacturing,distribution,retail,and consumer products sectors,oil and gas equipment and services,industrial inorganic chemicals,industrial organic chemicals,plastic and synthetic resins,polymers,diversified chemicals,fertilizers and agricultural chemicals,industrial gases,specialty chemicals,construction materials,containers and packaging,aluminum,coating,engraving,and allied services,fabricated structural metal products,forest products,automobiles and components,multiline retail,food service,specialty retail,and consumer staples",post- ipo,5000000,150000000,1500000000,50,40.73061,-73.935315,ny
north america,united states of america,north east,new york,mousse partners,1994,private,https://www.crunchbase.com/organization/mousse-partners,"9 west 57 street
suite 4605
new york, ny 10019
 ",10019,https://in.linkedin.com/company/mousse-partners-limited,(+1) 212-303-5795,NaN,,consumer products and services,growth stage,1700000,112000000,1000000000,41,40.73061,-73.935315,ny
north america,usa,northeast,new york,"msd partners, l.p.",1998,hedge fund,http://www.msdpartners.com/,"645 fifth avenue
21st floor
new york, ny 10022
united states",10022,https://www.linkedin.com/company/msd-capital/?originalsubdomain=in,(+1) 212-303-1650,recruiting@msdcapital.com,,"debt and equity,real estate",early stage,NaN,NaN,NaN,30,40.73061,-73.935315,ny
north america,united states of america,north east,new york,"nec usa, inc.",,NaN,http://www.nec.com/,"8 corporate center drive
 
 melville, ny 11747
 
 united states",11747,https://www.linkedin.com/company/nec,(+1) 212-326-2400,NaN,,"mobile/wireless,government and public safety,health,education,hospitality,financial services,manufacturing,systems integration,identity management,microelectronics",NaN,8000000,100000000,282300000,9,40.73061,-73.935315,ny
north america,usa,northeast,new york,new leaf venture partner,2005,private firm,http://www.nlvpartners.com,"san francisco, ca",10036,https://www.linkedin.com/company/new-leaf-venture-partners/?originalsubdomain=in,(+1) 646-871-6400,craig@nlvpartners.com,,biopharmaceuticals investments,"debt, early stage venture,
 late stage venture,
 private equity",980000,200000000,NaN,140,40.73061,-73.935315,ny
north america,usa,northeast,new york,"new leaf venture partners, l.l.c",1993,venture capital,http://www.nlvpartners.com/,"times square tower
7 times square
suite 3502
new york, ny 10036
united states",10036,https://www.linkedin.com/company/new-leaf-venture-partners?originalsubdomain=in,(+1) 646-871-6400,"
info@nlvpartners.com",,"healthcare sector,biopharmaceuticals products,commercial stage medical devices,healthcarerelated information technology,drug development,pharmaceutical markets ","early stage
late stage
debt",5000000,30000000,2000000000,150,40.73061,-73.935315,ny
north america,usa,northeast,new york,"new science ventures, llc",2004,venture capital,http://www.newscienceventures.com/,"645 madison avenue
20th floor
new york, ny 10022
united states",10022,https://www.linkedin.com/company/new-science-ventures/?originalsubdomain=in,(+1) 212-920-2562,"
info@newscienceventures.com",,"life sciences,information technology","early stage,
late stage",2000000,8000000,NaN,52,40.73061,-73.935315,ny
north america,usa,northeast,new york,new york angels,2004,angel group,http://www.newyorkangels.com/,"1 little west 12th street
 new york, ny 10014
 united states",10014,http://www.linkedin.com/company/1450029,NaN,info@newyorkangels.com,,"business products and services,media,internet,web services,mobile,financial","seed, start-ups",200000,13000000,NaN,129,40.73061,-73.935315,ny
north america,usa,northeast,new york,new york state innovation fund,,government,https://esd.ny.gov/innovation-venture-capital-fund,NaN,NaN,https://www.linkedin.com/company/new-york-state-foundation-for-science-technology-and-innovation/,NaN,NaN,,technology,all,7500000,7500000,7500000,3,40.73061,-73.935315,ny
north america,united states of america,north east,new york,new york state small business technology investment fund,,NaN,http://www.nystar.state.ny.us/sbtif.htm,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,northeast,new york,newworld capital group,2009,private equity firm,http://www.newworldcapital.net/,"527 madison avenue
floor 24
new york, ny 10022
united states",10022,https://www.linkedin.com/company/new-world-capital-group/?originalsubdomain=in,(+1) 212-486-3400,"
info@newworldcapital.net",," solar energy,environmental services,wastetomaterials recovery,waste stream management,distributed wastewater treatment systems and services,lowwater use processes and products,precision agriculture systems,sustainable and biodegradable materials,",late/mature stage,10000000,50000000,NaN,10,40.73061,-73.935315,ny
north america,usa,northeast,new york,ngen partners,2001,private firm,https://ngenpartners.com/,1114 state street suite 247 ca 93101,93101,https://www.linkedin.com/company/ngen-partners/,(+1)212-450-9700,NaN,,"consumer,energy,food industry",early stage,500000,105000000,899000000,58,40.73061,-73.935315,ny
north america,usa,northeast,new york,"north haven partners, inc.",1998,investment bank,http://www.northhavenpartners.com/,"156 west 56th street
9th floor
new york, ny 10119
united states",10119,https://www.linkedin.com/company/north-haven-partners-inc./?originalsubdomain=in,(+1) 212-332-4390,info@nhpsecurities.com,,"capital raising,mergers and acquisitions advisory services,strategy consulting,private equity investments services",NaN,15000000,100000000,NaN,NaN,40.73061,-73.935315,ny
north america,united states of america,north east,new york,northwood ventures,1983,venture capital,http://www.northwoodventures.com/,"485 underhill blvd
 suite 205
 syosset, ny 11791
 united states",11791,NaN,(+1)516-364-5544,NaN,,asset management,all,3000000,250000000,502400000,10,40.73061,-73.935315,ny
north america,usa,northeast,new york,noson lawen partners,1993,venture capital,http://nosonlawen.com/,"19 west 44th street
suite 812
new york, ny 10036
united states",10036,NaN,(+1) 212-302-2435,tedc@nosonlp.com,," information and media,magazine publishers,book publishers,newspapers,database companies,specialty publishers,broadcast stations,outdoor advertisers,information providers,cable television systems, ,education companies",seed,3000000,10000000,NaN,6,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,notation capital,2014,venture capital,http://notationcapital.com/,NaN,NaN,https://www.linkedin.com/company/9338255,NaN,hello@notation.vc,,"financial services,venture capital ",seed,800000,8000000,37300000,24,40.73061,-73.935315,ny
north america,usa,northeast,new york,one equity partners,2001,private equity firm,http://www.oneequity.com/,"510 madison avenue
19th floor
new york, ny 10022
united states",10022,https://www.linkedin.com/company/one-equity-partners/?originalsubdomain=in,(+1) 212-277-1500,"
oep.info@oneequity.com",,"industrials,technology,healthcare","early stage
late stage",NaN,NaN,4500000000,140,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,orbimed,1989,private equity firm,http://www.orbimed.com/,"601 lexington avenue
(at 53rd street), 54th floor
new york, ny ",10022-4629,https://www.linkedin.com/companew york/orbimed-advisors,(+1)212-739-6400,"
info@orbimed.com


",,"
angel investment 
","debt
early stage venture
private equity ",NaN,NaN,NaN,227,40.73061,-73.935315,ny
north america,usa,northeast,new york,orbimed advisors,1989,private equity firm,http://www.orbimed.com/,"601 lexington avenue
 54th floor
 new york, 10022
 new york, united states",10022,https://www.linkedin.com/company/orbimed-advisors,(+1) 212-739-6400,info@orbimed.com,,"healthcare,pharmaceutical,life science,healthcare services,biotechnology,biopharmaceutical",all,7000000,100000000,NaN,273,40.73061,-73.935315,ny
north america,usa,northeast,new york,ovation capital partners,1999,private equity firm,http://www.ovationcapital.com/,"800 third avenue
21st floor
new york, ny 10022
united states",10022,https://www.linkedin.com/company/ovation-partners/?originalsubdomain=in,(+1) 212-209-3036,NaN,,"technology,financial and business services",NaN,1000000,10000000,NaN,2,40.73061,-73.935315,ny
north america,usa,northeast,new york,"pacific alliance limited, llc",1996,investment bank,http://www.palcapital.com/,"130 east 59th street
new york, ny 10022
united states",10022,https://www.linkedin.com/company/pacific-alliance-limited-llc/?originalsubdomain=in,(+1) 212-759-2888,"
inquiry@palcapital.com",,"energy,healthcare,media and telecommunications,technology sector","early stage
seed
post- ipo",NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,north east,new york,pal capital,1995,venture capital,http://www.palcapital.com/,"new york, new york, united states
greater new york area, east coast, northeastern us",NaN,http://www.linkedin/com/in/palcapital,"
(+1) 212-759-2888","
inquiry@palcapital.com",,"mobile apps                                                                                                                                                                                                                                                                                                                                      ,real estate                                                                                                                                                                                                                                                                                                                                      ,social networking                                                                                                                                                                                                                                                                                                                                         ,telecommunications                                                                                                                                                                                                                                                                                                                                    ","early stage
seed",NaN,NaN,NaN,63,40.73061,-73.935315,ny
north america,usa,northeast,new york,"park avenue equity partners, l.p.",1999,private equity firm,http://www.pkave.com/,"1 east 52nd street
3rd floor
new york, ny 10022
united states
",10022,https://www.linkedin.com/company/park-avenue-equity-partners/?originalsubdomain=in,(+1) 212-758-4446,"
paepinfo@pkave.com",,"retailing,healthcare,financials,transportation,manufacturing,concrete,recycling,hardline retail service",NaN,5000000,50000000,340000000,NaN,40.73061,-73.935315,ny
north america,united states of america,north east,new york,"pennell venture partners, l.l.c.",1996,venture capital,http://www.pennell.com/,"332 bleecker street
 
 suite k-67
 
 new york, ny 10014
 united states",10014,NaN,(+1) 718-855-7087,info@pennellventures.com,,"business intelligence software,outsourced business services,administrative assistance software,data management and analytical tools,productivity enhancing software",early stage,1000000,4000000,7000000,4,40.73061,-73.935315,ny
north america,usa,northeast,new york,pequot capital management,1988,venture capital,http://www.pequotcap.com/,"111 broadway
 floor 3
 new york, ny 10006
 united states",10006,NaN,NaN,investor_relations@pequotcap.com,,NaN,all,2000000,100000000,NaN,143,40.73061,-73.935315,ny
north america,usa,northeast,new york,pfizer venture investments,2004,private firm,https://www.pfizer.com,235 east 42nd street ny,10017,https://www.linkedin.com/in/barbara-dalton-4125a97/,(+1) 212- 733-2323,NaN,,NaN,NaN,3000000,100000000,NaN,70,40.73061,-73.935315,ny
north america,usa,northeast,new york,plough penny partners,1985,private,http://www.ploughpenny.com/,270 lafyette st 1301 new york ny 10012,10012,https://in.linkedin.com/company/plough-penny-partners,(+1)212-324-1747,jtraphagen@ploughpenny.com,,"internet,cloud,energy,education,healthcare",early stage,300000,8000000,132000000,21,40.73061,-73.935315,ny
north america,usa,northeast,new york,plutus capital,2009,investment bank,http://plutuscp.com/,"36 west 44th street
suite 301
new york, ny 10036
united states",10036,https://www.linkedin.com/company/plutus-capital-partners/?originalsubdomain=in,"(+1) 917-289-0990
",info@plutuscp.com,,"life sciences,healthcare services,business process,it,financial services",growth stage,NaN,NaN,NaN,1,40.73061,-73.935315,ny
