Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,Sectors dealt with,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code ,
North America,United States of America,West,San Francisco,Merus Capital,2008,"Venture Capital
",http://www.meruscap.com/,"505 Hamilton Avenue
Palo Alto, CA ",94301,,,"
info@meruscap.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Seed ",750K,100M,515.75M,46,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Moment Ventures,2013,"Venture Capital
",http://www.momentventures.com/,"385 Homer Ave
385 Homer Ave, Palo Alto, CA ",94301,http://www.linkedin.com/company/moment-ventures,,"
info@momentventures.com ",,,2M,75M,326.7M,22,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Montage Ventures,,"Venture Capital
",http://montageventures.com/,"364 University Avenue, 2nd Floor",94301,https://www.linkedin.com/company/montage-ventures,,info@montageventures.com,Venture Capital,Seed,450K,25.5M,186.865M,36,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,MontaVista,,"Venture Capital
",,"Palo Alto, CA",,,,,,,,,,,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Morado Venture Partners,2010,"Venture Capital
",http://www.moradoventures.com/,,,,,,"Finance, Financial Services, Venture Capital","Early Stage Venture, Seed",,,,189,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,O’Reilly AlphaTech Ventures,2006,"Venture Capital
","http://www.oatv.com/
",,,https://www.linkedin.com/company/o'reilly-alphatech-ventures,,,"Banking
Finance
Venture Capital ",Venture Capital,,,,111,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Obvious Ventures,2014,"Venture Capital
",http://www.obvious.com/,"220 Halleck Street, Suite 120
San Francisco, CA
",94129,https://www.linkedin.com/company/obvious-ventures,,"
info@obvious.com","
AgTech, Artificial Intelligence, Biopharma, Biotechnology, Education, Energy, FinTech, Food and Beverage, Health Care, Machine Learning, Manufacturing, Organic Food, Sustainability, Venture Capital ","Early Stage Venture
Seed ",,,,53,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Operative Capital,2014,"Venture Capital
",http://www.operativecapital.com/,,,,(+1)479-443-9573,arklaser@cox.net,Venture Capital,"Early Stage Venture
Seed ",2M,17.3M,21.3M,3,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Pipeline Capital Partners,,"Venture Capital
",http://www.pipeline.vc/,,,,,,Financial Services,,1.8M,5.5M,9.3M,3,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,PivotNorth Capital,2010,"Venture Capital
",http://www.pivotnorth.com/,,,,,"
tim@pivotnorth.com ",Finance,"Early Stage Venture
Late Stage Venture
Seed ",580K,30M,254.8M,38,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Precursor Ventures,2015,"Venture Capital
",http://www.precursorvc.com/,,,https://www.linkedin.com/company/15231498,,hello@precursorvc.com,"Finance, Financial Services, Venture Capital",seed,200K,13M,101.6M,41,37.773972,-122.431297,CA,
North America,United States of America,Midwest,San Francisco,Promus Ventures,2012,Venture Capital,http://www.promusventures.com/,"25 Taylor St
25 Taylor St, San Francisco, CA ",94102,https://www.linkedin.com/company/2922061,,,"Aerospace
AgTech
Artificial Intelligence
FinTech
Health Care
Machine Learning
Robotics, Software
Venture Capital ","Early Stage Venture
Seed
Venture ",400K,75M,766.605M,90,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Quest Venture Partners,2008,"Venture Capital
",http://www.questvp.com/,,,,,,"Angel Investment, Finance, Venture Capital","Early Stage Venture, Late Stage Venture, Seed",,,,69,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Raine Ventures,2013,"Venture Capital
",http://www.raine.com/,"1 Lombard St #300
San Francisco, CA ",94111,,(+1)212-603-5500 ,"
press@raine.com ",Venture Capital,"Early Stage Venture
Seed ",,,,50,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Rivet Ventures,2013,"Venture Capital
",http://www.rivetventures.com/index.html,,,,,"
contact@rivetventures.com ","Finance
Financial Services
Venture Capital ",Venture Capital,1.2M,5M,12.3M,9,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Rubicon VC,,"Venture Capital
",,,,,,,,,,,,,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Scrum Ventures,2013,"Venture Capital
",http://www.scrum.vc/,"717 Market St #400 San Francisco, CA",94103,https://www.linkedin.com/company/3003556?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3003556%2Cidx%3A2-1-2%2CtarId%3A1464148008858%2Ctas%3Ascrum%20ventures,,contact@scrum.vc,"Angel Investment
Internet of Things
Venture Capital","Early Stage Venture
Seed",20K,18.6M,155.857M,46,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,SignalFire,2013,"Venture Capital
","http://www.signalfire.com/
",,,,,press@signalfire.com,"Finance
Financial Services
Venture Capital ","Early Stage Venture
Late Stage Venture
Seed ",100K,110M,312.8M,26,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Signia Venture Partners,2012,"Venture Capital
",http://signiaventurepartners.com/,,,https://www.linkedin.com/company/signia-venture-partners,,,"B2B
Finance
Software
Venture Capital ","Early Stage Venture
Seed ",,,,75,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Streamlined Ventures,,"Venture Capital
",http://streamlinedventures.com/,,,,(+1)650-455-5270 ,"
ullas@streamlinedventures.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Late Stage Venture
Seed ",,,,143,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Structure Capital,2013,"Venture Capital
",http://www.structure.vc/,,,http://www.linkedin.com/company/structure-capital,,"
info@structure.vc ",Venture Capital,"Early Stage Venture
Seed ",,,,73,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Subtraction Capital,,"Venture Capital
",,,,,,,,,,,,,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Susa,2013,"Venture Capital
",http://www.susaventures.com/,,,http://www.linkedin.com/company/susa-ventures,,partners@susaventures.com,"Finance, Financial Services, Venture Capital","Early Stage Venture, Seed",,,,65,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Tandem Capital,2007,"Venture Capital
",https://www.tandemcap.com/,,,http://www.linkedin.com/company/tandem-capital,,"
info@tandemcap.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Seed ",,,,55,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,TEEC Angel Fund,2010,"Venture Capital
",http://www.tsvcap.com/,,,http://www.linkedin.com/company/teec-angel-fund,(+1)408-912-1856,,,,,,,175,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,The Valley Fund,2013,"Venture Capital
",http://www.thevalleyfund.com/,,,https://www.linkedin.com/company/the-valley-fund,,"
info@thevalleyfund.com ","Artificial Intelligence
Biotechnology
Cyber Security
Enterprise
Health Care
Venture Capital ","Early Stage Venture
Seed ",1M,30M,120.1M,17,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Three Bridges,2014,"Venture Capital
",https://tbv.vc/,,,,,"
INFO@THREEBRIDGESVENTURES.COM ",Finance,"Early Stage Venture
Seed ",2.5M,6.4M,8.9M,3,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Tomorrow Ventures,2009,"Venture Capital
",http://www.tomorrowvc.com/,,,,,"
info@tomorrowvc.com ","Finance
Financial Services
Venture Capital ","Debt
Early Stage Venture
Late Stage Venture
Private Equity
Seed ",,,,72,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Transmedia Fund,,"Venture Capital
",,,,,,,Finance,Venture Capital,,,,3,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Tugboat Ventures,,"Venture Capital
",http://www.tugboatventures.com/," 350 Cambridge Avenue, Suite 225, Palo Alto, CA ",94306,,(+1)650-470-1400 ,"
trisha@trishasdesignstudio.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Late Stage Venture
Seed ",614K,40M,249.01M,34,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Unshackled,2014,"Venture Capital
",http://unshackledvc.com/,,,http://www.linkedin.com/company/unshackled,, info@unshackled.co ,Venture Capital,Venture Capital,0.15M,2.1M,8.56M,13,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Upside Partnership,,"Venture Capital
",http://upsidevc.com/,,,https://www.linkedin.com/in/kentgoldman,,"
info@upsidevc.com ","Finance
Financial Services
Venture Capital ",Venture Capital,1M,25M,121.4M,22,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Walden VC,1974,"Venture Capital
",http://www.waldenvc.com/,"750 Battery Street, Suite 700
San Francisco, CA",94111,https://www.linkedin.com/company/walden-venture-capital,(+1)415-391-7225,"
info@waldenvc.com ",Venture Capital,"Early Stage Venture
Private Equity
Seed ",,,,75,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Wing Ventures,2013,"Venture Capital
",http://wing.vc/,,,http://www.linkedin.com/in/peterwagner414,(+1)650-316-8300,info@wing.vc,"Business Development
Impact Investing
Venture Capital ","Early Stage Venture
Seed ",,,,51,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,WISC Partners,2013,"Venture Capital
",http://wiscpartners.com/,,,https://www.linkedin.com/company/wisc-partners,,,Finance,Venture Capital,0.60M,8M,10.1M,3,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,X fund,2012,"Venture Capital
",http://www.x2fund.com/,,,,,"
partners@x2fund.com ",Venture Capital,Early Stage Venture,,,,,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,XG Ventures,2008,"Venture Capital
",http://www.xg-ventures.com/,,,https://www.linkedin.com/company/2835770,,"
info@xg-ventures.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Seed ",,,,,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Xseed Capital,2006,"Venture Capital
",http://www.xseedcap.com/,"XSeed Capital
3130 Alpine Road, Suite 200
Portola Valley, CA ",94028,https://www.linkedin.com/company/xseed-capital,(+1)650-331-1230,"
info@xseedcap.com ",Venture Capital,"Early Stage Venture
Seed ",,,,69,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,ZenShin Capital,2005,"Venture Capital
",http://www.zenshincp.com/,,,,,"
info@zenshincapital.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Seed",288K,30M,110.003M,17,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco,Zetta Venture Partners,2014,"Venture Capital
",http://www.zettavp.com/,"473 Jackson Street, 2nd Floor
San Francisco, CA ",,,,info@zettavp.com  ,"Finance
Incubators
Venture Capital ","Early Stage Venture
Seed ",523.3M,100M,372.532M,34,37.773972,-122.431297,CA,
North America,United States of America,West,San Francisco/New York,Deep Fork Capital,2008,"Venture Capital
",http://www.deepforkcapital.com/,,,https://www.linkedin.com/company/deep-fork-capital,,"
tim@deepforkcapital.com ","Finance
Financial Services
Venture Capital ","Early Stage Venture
Seed ",,,,47,37.773972,-122.431297,CA,
North America,United States of America,,Seattle,Unitus Seed Fund,2012,"Venture Capital
",http://usf.vc/,"220 2nd Ave South, Suite 201
Seattle, WA ",98104,http://www.linkedin.com/company/unitus-seed-fund,(+1)206-486-5701,,Finance,Early Stage Venture,,,,42,47.608013,-122.335167,,
North America,United States of America,South,South Carolina,"The Trelys Funds, L.P.",2001,Private Equity Firm,http://www.trelys.com/,"4718 Old Gettysburg Road
 
 Suite 405
 
 Mechanicsburg, PA 17055
 
 United States",17055,,(+1) 717-972-1314,awilson@trelys.com,"healthcare services
 , business services,
  healthcare 
 information technology,
  technology",Early stage,250K,25M,74.35M,9,33.836082,‎-81.163727,SCC,
North America,USA,Midwest,South Dakota,Bluestem Capital Company,,Venture Capital,http://www.bluestemcapital.com/,"101 South Phillips Avenue
 Suite 501
 Sioux Falls, SD 57104
 United States",57104,,(+1)605-331-0091,info@bluestemcapital.com,"hospitality
 , restaurant, 
 agriculture,
  technology,
  real estate,
  manufacturing,
  energy",Early Stage,1M,24M,142.9M,16,44.311356,-96.798386,SD,
North America,USA,south,Tennesse,Innova Memphis Inc,2007,Private Firm,http://www.innovamemphis.com,20 Dudley St. Suite 620 Memphis,38103,https://www.linkedin.com/company/innova-memphis/?originalSubdomain=in,(+1) 901- 866- 1433,info@innovamemphis.com,"Biosciences, 
Technology 
 AgTech fields.","Early Stage Venture,
 Seed",25K,3.4M,,234,35.860119,-86.660156,TN,
North America,United States of America,South,Tennessee,Chancellor Fund,,??,http://www.vanderbilt.edu/,,,,,,,,,,,,35.860119,-86.660156,TN,
North America,USA,South,Tennessee,Claritas Capital,2002,Private Equity Firm,https://www.linkedin.com/company/claritas-capital,"30 Burton Hill Blvd, Suite 100
 Nashville TN 37215
 United States",37215,https://www.linkedin.com/company/claritas-capital,(+1) 615-665-8250,info@claritascapital.com,"Health care 
 information services","Seed, Growth, Later Stage",50K,5M,40.72M,18,35.860119,-86.660156,TN,
North America,USA,South,Tennessee,Council Capital,2000,Private Equity Firm,http://www.councilcapital.com/,"30 Burton Hills Boulevard
 Suite 576
 Nashville, TN 37215
 United States",37215,,(+1) 615-255-3707,info@councilcapital.com,Healthcare,Early Stage,1.1M,23.5M,80M,12,35.860119,-86.660156,TN,
North America,United States of America,South,Tennessee,Eastman Chemical Company,1920,Private Equity Firm,http://www.eastmanventures.com/,"200 South Wilcox Drive
 
 Kingsport, TN 37662
 
 United States",37662,http://www.linkedin.com/company/eastman-chemical-company,(+1) 423-229-2000,eastman1@eastman.com,"Chemicals
 additives
 fibers",,3.6M,70M,243.7M,11,35.860119,-86.660156,TN,
North America,USA,South,Tennessee,Heritage Group,1986,Private Equity Firm,http://heritagegroupusa.com/,"20 Burton Hills Blvd
 Suite 150
 Nashville, TN 37215
 United States",37215,https://www.linkedin.com/company/1830437,(+1)615-665-8220,info@heritagegroupusa.com,"healthcare delivery
 technology-enabled services",All,1.5M,25M,181M,26,35.860119,-86.660156,TN,
North America,USA,South,tennessee,Martin Ventures,2009,Private Equity Firm,http://www.martinventures.com/,"40 Burton Hills Boulevard
 Suite 100
 Nashville, TN 37215
 United States",37215,http://www.linkedin.com/company/342813,(+1)615-829-7300,info@martinventures.com,"information technology,
 healthcare technology,
 healthcare sectors,
 advertising platforms, 
 energy solutions,
 wearable technology",Early Stage,1M,13M,42.2M,20,35.860119,-86.660156,TN,
North America,United States of America,South,Tennessee,Meritus Ventures,2006,Venture capital,http://www.meritusventures.com/,"PO Box 1738
 362 Old Whitley Road
 London, KY 40743-1738
 United States",40743,,(+1)606-864-5175,questions@meritusventures.com,"manufacturing,
  technology,
  software",early stage,1.2M,6M,36.68M,12,35.860119,-86.660156,TN,
North America,USA,south,Tennessee,morgan keegan,1969,Private Firm,https://www.raymondjames.com/morgan_keegan/,morgan keegan tower 50 th north front street memphis TN 38103,38103,https://www.linkedin.com/company/morgankeegan/,(+1)901-534-4100,mkinfo@morgankeegan.com,"finance,
wealth management",All,3M,50M,279.5M,11,35.860119,-86.660156,TN,
North america,USA,South,Tennessee,Solidus Company,,Private Equity Firm,http://www.solidus.com/,"4015 Hillsboro Pike
 Suite 214
 Nashville, TN 37215
 
 United States",37215,,(+1)615-665-3818,,"healthcare services 
 information technology
 applied technology 
 media
 information services sectors",Seed,80K,2.5M,,63,35.860119,-86.660156,TN,
North America,USA,South,Tennessee,Tri-Star Health Partners,2009,Private Equity Firm,https://tristarhealthpartners.com/,"3322 West End Avenue
 Suite 1100
 Nashville, TN 37203
 United States",37203,,(+1) 615-515-9880,info@ii4change.com,"consumer technology
 healthcare",Early stage,25K,15M,68.48M,48,35.860119,-86.660156,TN,
North America,United States of America,South,Texas,Aegis Capital Group,2003,Angel Group,http://www.aegiscapitalgroup.com/,"6010 Atlantic Boulevard
 
 Norcross, GA 30071-1303
 
 United States",30071-1303,,(+1) 770-394-7070,,"automobile dealers
 , manufacturers,
  financial institutions,",Early Stage Venture,,,,,‎29.424122,-86.660156,TX,
North America,USA,South,Texas,AIG Highstar Capital II,2003,Partners,"
www.highstarcapital.com/home.html
","2727 Allen Parkway
Suite 1675
Houston, TX 77019
United States",77019,https://in.linkedin.com/company/highstar-capital,(+1) 650-614-4804,cwinn@oaktreecapital.com,"infrastructure sector
energy, power, transportation, waste management,water sectors,
environmental services.",Late Stage, 50M, 125M, 3.5B,,29.424123,-98.493631,TX,
North America,USA,South,Texas,"Austin Capital Management, Ltd",1993,Private Firm,http://www.austincapitalpartners.com/,"5000 Plaza on the Lake
Suite 250
Austin, TX 78746
United States",78746,https://www.linkedin.com/company/austin-capital-management/?originalSubdomain=in,(+1) 512-476-1185,N/A,hedge fund investing,Late Stage,,,2.9B,,29.424123,-98.493631,TX,
North America,United States of America,South,Texas,Austin Ventures,1984,Private,http://www.austinventures.com/,"300 W 6th St, Austin, TX 78701",78701,https://in.linkedin.com/company/austin-ventures,(+1) 512-485-1900,khughes@austinventures.com,"Internet, 
Software, 
Information Services, 
New Media","Seed , Startups, Early Stage, Growth Stage, Later/Mature Stage",0.25M,225M,6.81B,370,29.424123,-98.493631,TX,
North America,United States of America,South,Texas,Bailey Urban Ventures,,,,"615 Saint Charles
San Antonio, Texas ",78202,,(+1)210-430-7777 ,,,,,,,,29.424123,-98.493631,TX,
North America,USA,South,Texas,Baymark Capital,2009,Private Equity Firm,http://www.baymarkpartners.com/,"5700 Granite Parkway, Suite 435
 Plano Texas 75024
 United States",75024,https://www.linkedin.com/company/baymark-partners,(+1) 972-991-5457,info@baymarkpartners.com,"Business Services,
 Distribution,
 Technology, 
 Light Manufacturing",,,,,,29.424123,-98.493631,TX,
North America,United States of America,South,Texas,Capital Southwest Corporation,1961,Private Equity Firm,http://www.capitalsouthwest.com/,"Lincoln Center Tower 1
 
 Suite 1300
 
 5400 Lyndon B Johnson Freeway
 
 Dallas, TX 75240
 United States",75240,https://www.linkedin.com/company/capital-southwest-corporation/,214-238-5700,recruiting@capitalsouthwest.com,"Investments inmiddle market companies,
  mezzanine,
  later stage,
  mature, late venture,
  emerging growth
 , buyouts, 
 recapitalizations and growth capital investments.",Early stage,5M,32M,114.9M,11,29.424123,-98.493631,TX,
North America,United States of America,South,Texas,Centennial Ventures,1982,Private Equity Firm,http://www.centennial.com/,"10901 West Toller Drive
 
 Suite 206
 
 Littleton, CO 80127
 
 United States",801209,,(+1) 303-405-7500,,"network enterprises
  related enabling technology
  software companies.",All,1.3M,225M,,53,29.424123,-98.493631,TX,
North America,United States of America,South,Texas,CenterPoint Ventures,1996,Venture Capital,http://www.centerpointvp.com/,"13455 Noel Road
 
 Two Galleria Tower
 
 16th Floor
 
 Dallas, TX 75240
 
 United States",75240,,(512) 795-5800,,"communications infrastructure 
  wireless
 , enterprise software and business applications,
 
  semiconductors
 , hardware,
  Internet-enabled business models.","Debt, Early Stage Venture, Late Stage Venture",2M,150M,,73,29.424123,-98.493631,TX,
north america,USA,South,texas,Central Texas Angel Network,2006,Angel,centraltexasangelnetwork.com,,,https://www.linkedin.com/company/central-texas-angel-network,(+1) 512-518-6054,,Biotechnology,"Early Stage
Late Stage
Seed",425K,19.3M,0.088B,26,29.424123,-98.493631,TX,
North america,USA,South,Texas,Chevron Technology Ventures,1999,Venture Capital,http://www.chevron.com/ctv/,"2 Allen Center
 1200 Smith Street, 30th Floor
 Houston, TX 77042
 United States",77042,http://www.linkedin.com/company/chevron,(+1)713-954-6974,,"financial 
 Information technology",All,1M,8M,,56,29.424123,-98.493631,TX,
North America,United States of America,South,Texas,Chisholm Private Capital Partners,1996,Private Equity Firm,,"5400 North Grand Boulevard
 
 Suite 225
 
 Oklahoma City, OK 73112-5684
 
 United States",73112,,(+1) 405-605-1111,,Financial Services,Late/Mature Stage,4.5M,21.5M,81.5M,7,29.424123,-98.493631,TX,
North America,USA,South,Texas,Constellation Growth Capital,2006,Private Firm,"
hpsgrowthequity.com","800 Town & Country Boulevard
Suite 420
Houston, TX 77024
United States",77024,https://www.linkedin.com/company/constellationcapital,(+1) 713-600-8888,press@highbridge.com,"media, 
communications,
technology sectors.",Late Stage,,, 21B,,29.424134,-98.493631,TX,
North America,United States of America,South,Texas,Covera Ventures,1998,Private,http://www.coveraventures.com/,"6836 Bee Caves Road
Suite 275
Austin, TX 78746
 ",78746,,(+1) 512-795-5870,chris@coveraventures.com,"Wireless and Mobility, 
Software, 
Technology,
Enabled Service Companies",,3M,80M,628M,51,29.424135,-98.493631,TX,
north america,USA,South,texas,Covera Ventures,2009,Venture Capital,http://www.coveraventures.com/,"6836 Bee Caves Road
Suite 275
Austin, TX 78746
United States",78746,https://www.linkedin.com/in/steve-coffey-23ba895,(+1) 512-795-5870,chris@coveraventures.com," infrastructure                                                                                                                                                                                                                                                                                                                                
wireless and mobility                                                                                                                                                                                                                                                                                                                             
software                                                                                                                                                                                                                                                                                                                           
technology-enabled service companies","Late Stage
Early Stage",1M,5M,0.624B,51,29.424136,-98.493631,TX,
North America,United States of America,South,Texas,"Davis, Tuttle Venture Partners",1998,Private Equity firm,http://www.davistuttle.com/,"110 West 7th Street
 Suite 1000
 Tulsa, OK 74119-3703
 United States",74119,,(+1)918-584-7272,,"management buy-outs, 
 acquisitions,
  mergers, 
 recapitalizations,
  restructuring",,15M,15M,15M,1,29.424137,-98.493631,TX,
north america,USA,South,texas,Daylight Partners,,Venture Capital,http://www.daylightpartners.com/,"Austin, TX 

United States",,https://in.linkedin.com/company/daylight-capital,,"
info@daylightpartners.com","Information Technology
Online Services
Internet Retail","Early Stage
Late Stage
Seed",0.25M,0.75M,,8,29.424138,-98.493631,TX,
North america,USA,South,Texas,Dell Ventures,1999,Venture Capital,https://www.delltechnologies.com/en-us/capital.htm,"Dell Computer Corporation
 Round Rock, TX 78682-2244
 United States",78682,https://www.linkedin.com/company/delltechnologiescapital,,,"servers storage
 related I/O technologies network infrastructure management",All,15M,51M,106M,34,29.424187,-98.493631,TX,
north america,USA,South,texas,Emergent Technologies,1989,Venture Capital,http://www.emergenttechnologies.com/,"7500 Rialto Boulevard
Building. 2
Suite 260
Austin, TX 78735
United States",78735,http://www.linkedin.com/company/emergent-technologies,(+1) 512-263-3232,info@etibio.com,"life science
nanotechnology
information technology
biotechnology
alternative energy applications
chemical engineering",Early Stage,,,,,29.424187,-98.493631,TX,
North America,USA,South,Texas,Enterprise Partners,1985,Venture Capital,http://www.epvc.com/,"1100 Louisiana Street
 
 10th Floor
 
 Houston, TX 77002
 
 United States",77002,http://www.linkedin.com/company/46473,(+1)713-381-6500,,"Crude Oil,
 Pipelines
 Natural Gas Pipelines and Services",all,3M,92.2M,,117,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,First Capital Group,1984,"Venture Capital
",http://www.firstcapitalgroup.com/," 750 East Mulberry Avenue 305
San Antonio, Texas ",78212,,(+1)210-736-4233 ,"
jaodonnell@firstcapitalgroup.com ","
Finance, Financial Services, Venture Capital ","
Debt, Early Stage Venture, late Stage Venture ",,,,,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Fusilier Consuting Enterprise,2013,Private Equity Firm,,"8000 Midcrown Drive
San Antonio, Texas ",78218,,(+1)210-838-2106 ,,,,,,,,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,"G-51 Capital Management, L.L.C.",1996,Private Equity firm,http://www.g51.com/,"3939 Bee Caves Road
 Suite C100
 West Lake Hills, TX 78746-6429
 United States",78746,,(+1)512-929-5151,info@g51.com,"software,
  hardware, 
 internet, 
 cleantech",Early stage,50K,47M,142M,19,29.424187,-98.493631,TX,
north america,USA,South,texas,G51 Capital,1996,Venture Capital,www.g51.com,"900 South Capital of Texas Highway
Suite 151
Las Cimas IV
Austin, TX 78746
United States",78746,https://in.linkedin.com/company/g51,(+1) 512-929-5151,info@g51.com,"software                                                                                                                                                                                                                                                                                                                                           
hardware                                                                                                                                                                                                                                                                                                                                                        
internet                                                                                                                                                                                                                                                                                                                                    
internet advertising                                                                                                                                                                                                                                                                                                                             
internet retail                                                                                                                                                                                                                                                                                                                                             
online services                                                                                                                                                                                                                                                                                                                                     
clean technology                                                                                                                                                                                                                                                                                                                                                          
business services sector","Early Stage
Late Stage",0.25M,3M,0.141B,19,29.424187,-98.493631,TX,
North America,USA,South,Texas,hook partner,,Private Firm,https://www.hookpartners.com,13455 noel road 1670 dallas texas 75240,75240,,,,,Later Stage,2.6M,60M,240M,16,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Interamerica Wound Centers ,2000,Private Equity Firm,,"12450 Network Boulevard # 300
San Antonio, Texas ",78249,,(+1)210-690-2424 ,,,,,,,,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,JatoTech Ventures,1999,Venture Capital,http://www.jatotech.com/,"6300 Bridgepoint Parkway
 
 Building 1
 
 Suite 500
 
 Austin, TX 78730
 
 United States",78730,,(+1) 512-795-5860,info@jatotech.com,"Information technology
 semi conductors",Early stage,2M,42.1M,196.4M,12,29.424187,-98.493631,TX,
north america,USA,South,texas,Liahona Ventures,,Venture Capital,www.liahonaventures.com,"1501 Barton Springs Road
Suite 205
Austin, TX 78704
United States",78704,,,,"mobile and social content platform
vertical media and new media
health
sports and wellness
user-generated content and web 3.0 tools
social gaming and interactive content
consumer goods and services
consumer packaged goods
consumer retail and online
choke-point real estate",Seed,,,,2,29.424187,-98.493631,TX,
north america,USA,South,texas,Limestone Ventures,2002,Venture Capital,www.limestonevc.com,"301 Congress Ave
Suite 1350
Austin, TX 78701
United States",78701,https://in.linkedin.com/company/limestone-ventures,(+1) 512-346-2111,info@limestoneca.com,"technology
communications
semiconductors
software
medical devices
emerging technologies","Seed
Early Stage",100K,250K,,2,29.424187,-98.493631,TX,
north america,USA,South,texas,Liveoaks Venture Partners,2012,Venture Capital,liveoakvp.com,"805 Las Cimas Pkwy
Suite 125
Austin, TX 78746
United States",78746,http://www.linkedin.com/company/liveoak-venture-partners,(+1) 512-498-4900,"plans@liveoakvp.com
","infrastructure                                                                                                                                                                                                                                                                                                                                
wireless and mobility                                                                                                                                                                                                                                                                                                                             
software                                                                                                                                                                                                                                                                                                                           
technology-enabled service companies
Cleantech","Seed
Early Stage",0.25M,8M,,32,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Markpoint Venture Partners,1996,Venture Capital,http://www.markpt.com/,"1333 West McDermott Drive
 
 Suite 200
 
 Allen, TX 75013
 
 United States",75013,,(+1) 972-490-1976,info@fourpointtech.com,,Early stage,1M,15M,76.M,8,29.424187,-98.493631,TX,
North America,USA,south,Texas,Mercury Partners Management LLC,2005,Private Firm,http://www.mercuryfund.com,3737 Buffalo streetway Houston,77098,https://www.linkedin.com/company/mercury-fund/,,,"SaaS, 
Cloud, 
 Data Science
AI platforms",,,,14M,1,29.424187,-98.493631,TX,
North America,United States of America,south,Texas,Naya Ventures,,Venture Capital,http://www.nayaventures.com/,"222 W. Las Colinas Blvd, Suite #755E,
Irving, Texas ",75039,,,info@nayaventures.com,"Financial Services
FinTech
Venture Capital","Early Stage Venture
Late Stage Venture
Seed ",100K,12M,36.6M,13,29.424187,-98.493631,TX,
north america,USA,South,texas,Post Oak Energy Capital,2006,Private Equity Firm,www.postoakenergy.com,"1108 Lavaca Street
Suite 110-115
Austin, TX 78701
",78701,https://in.linkedin.com/company/post-oak-energy-capital,(+1) 678-612-9553,info@postoakenergy.com,"Energy
Cleantech",Startups, 25M, 75M, 400M,3,29.424187,-98.493631,TX,
